text,label_id,Label
"I'm sending you so much warmth right now. Please know that people here genuinely care about what happens to you, even strangers on the internet.",0,Supportive
"Whatever mistakes you think you've made, you still deserve kindness. Especially from yourself. Please try to speak to yourself the way you would speak to a friend in your situation.",0,Supportive
You're not a burden. I know that voice in your head says otherwise but it's wrong. People in your life would want to know you're struggling. Please let someone in.,0,Supportive
It takes guts to post something this personal. I hope you feel even a little less alone after reading these responses. You reached out and that was the right call.,0,Supportive
Progress isn't always visible from the inside. You might be doing better than you realize. Keep putting one foot in front of the other.,0,Supportive
I don't have magic words to make this better but I want you to know I read every word you wrote and I care about what happens to you. Please stay safe.,0,Supportive
Sometimes the bravest thing you can do is just get through the day. That's enough. You don't have to solve everything right now.,0,Supportive
I hear how exhausted you are. That kind of deep tiredness needs real rest and real support. Please don't try to white-knuckle through this alone.,0,Supportive
You wrote this post looking for connection and understanding and that tells me there's still a part of you that wants things to be different. Hold onto that part.,0,Supportive
"Things have a way of changing when we least expect it. A conversation, a small kindness, a shift in perspective. Please give yourself the chance to experience that.",0,Supportive
I know support from strangers online isn't the same as having people around you but please know this is a safe space. Keep talking to us.,0,Supportive
What you're feeling right now is temporary even though it doesn't feel that way. Your brain is exhausted and in pain. That changes things. Please be kind to yourself.,0,Supportive
Please don't give up on getting help. Sometimes it takes a few tries to find the right therapist or medication. Keep advocating for yourself.,0,Supportive
You matter to more people than you know. Even the ones who haven't said it. Please hold on.,0,Supportive
I'm really glad you found this community. Nobody should have to go through hard times alone. We're here.,0,Supportive
It sounds like you've been trying really hard for a long time. You deserve support that actually helps. Please don't stop looking for it.,0,Supportive
You don't have to be okay right now. You just have to stay safe. Can you do that?,0,Supportive
"Whatever brought you here today, I'm glad you came. Please keep reaching out.",0,Supportive
I know it might not feel like it but you are worth fighting for. Please don't stop fighting.,0,Supportive
Your life has value even when it doesn't feel that way. Especially when it doesn't feel that way.,0,Supportive
One small step today. That's all. What's one tiny thing you can do to take care of yourself right now?,0,Supportive
Please don't make any decisions today that you can't take back. Tomorrow might look different.,0,Supportive
Thank you for trusting this community with something so personal. You made the right choice reaching out.,0,Supportive
Had a really good weekend. Went hiking with some friends and the weather was perfect. Feeling refreshed and ready for the week ahead.,0,Supportive
Finally finished that book I've been reading for months. Loved the ending. Already have the next one picked out.,0,Supportive
Made homemade pasta for the first time tonight. It took way longer than expected but it turned out really well. Definitely doing that again.,0,Supportive
Work has been busy lately but I'm managing okay. Looking forward to the long weekend coming up.,0,Supportive
My dog learned a new trick today. Took about a week of practice but he finally got it. Pretty proud of him.,0,Supportive
Signed up for a pottery class that starts next month. Never tried it before but it looks fun and I've been wanting to try something new.,0,Supportive
Had coffee with an old friend I hadn't seen in a while. We talked for hours. It was really nice to catch up.,0,Supportive
Finally organized my closet today. Took most of the afternoon but it feels so much better now. Should have done it months ago.,0,Supportive
Tried a new restaurant for dinner last night. The food was great and the prices were reasonable. Would definitely go back.,0,Supportive
Been learning guitar for about three months now. Still pretty basic but I can play a few songs all the way through.,0,Supportive
Got a promotion at work last month. More responsibility but also a nice pay raise. Feeling good about where things are heading.,0,Supportive
Just got back from a two week trip. Visited four cities and ate way too much good food. Already planning the next one.,0,Supportive
The garden is really coming along this year. The tomatoes especially are doing great. Should have a good harvest in a few weeks.,0,Supportive
Finished a big project at work today. Took about two months to complete. Nice to finally have it done and submitted.,0,Supportive
Started running again after taking a few months off. Slower than I used to be but it feels good to be back at it.,0,Supportive
Moved into a new apartment last month. Still setting things up but I really like the neighborhood.,0,Supportive
My sister had her baby last week. Healthy and everything went smoothly. It was really emotional in a good way.,0,Supportive
Joined a book club at the local library. Met a group of interesting people and read some books I never would have picked up on my own.,0,Supportive
Fixed the leaky faucet in the bathroom myself. Watched some tutorials online and it actually wasn't that complicated. Saved a decent amount.,0,Supportive
Been experimenting with cooking new cuisines lately. Made Thai food for the first time last week and it came out pretty good.,0,Supportive
Got a new bike and have been riding to work when the weather is nice. Good exercise and I actually enjoy the commute now.,0,Supportive
Started meditating in the mornings about a month ago. Takes about fifteen minutes. I think it's helping me feel calmer throughout the day.,0,Supportive
Watched a really good documentary last night about ocean ecosystems. Fascinating stuff. Ended up reading more about it afterward.,0,Supportive
Planted some herb seedlings on my windowsill last month. They're growing really well. Using fresh basil in everything now.,0,Supportive
Had a productive day working from home. Got through everything on my list and even had time for a walk at lunch.,0,Supportive
My coworker brought homemade cookies to the office today. Best thing that's happened all week honestly.,0,Supportive
Spent the afternoon at the farmers market. Got some great vegetables and found a local honey that's really good.,0,Supportive
Finally learned how to use the new software at work. Took a bit to get used to but it's actually more efficient than what we had before.,0,Supportive
Went to a concert last weekend with some friends. Hadn't been to one in years. Great time and the band was excellent live.,0,Supportive
Adopted a cat from the shelter last month. She was shy at first but has really come out of her shell. Great company.,0,Supportive
Made it through my first week at the new job. Lots to learn but everyone seems nice and the work is interesting.,0,Supportive
Spent Sunday morning at the farmers market and then made a big batch of soup for the week. Good way to start things off.,0,Supportive
My commute got a lot shorter after I moved. Makes such a difference to have that extra hour in the day.,0,Supportive
Been doing a lot of reading lately. Finished three books this month which is more than I usually manage.,0,Supportive
Had dinner at my parents house last night. It's always good to see them. Mom made her famous roast which was excellent.,0,Supportive
The neighborhood has a free outdoor movie night every summer. Went last week and it was a really nice way to spend the evening.,0,Supportive
Cleaned out my garage over the weekend. Took forever but it's finally organized. Found some stuff I forgot I had.,0,Supportive
Started volunteering at the animal shelter on Saturday mornings. Hard not to want to take all of them home.,0,Supportive
My friend and I have been doing a weekly video call to catch up since we moved to different cities. Really helps stay connected.,0,Supportive
Finally got around to repainting the living room. Went with a different color than I had before and I think it looks much better.,0,Supportive
Work gave us a half day on Friday. Spent it at the park reading. Perfect weather for it.,0,Supportive
Been trying to cook more at home instead of ordering out. Saving money and honestly I think I'm getting better at it.,0,Supportive
Went to a farmers market for the first time and was surprised by how much I enjoyed it. Going to make it a regular thing.,0,Supportive
The weather has been really nice this week. Been eating lunch outside which is a small thing but makes the workday better.,0,Supportive
My neighbor brought over some vegetables from her garden. Really kind of her. Made a salad with them that evening.,0,Supportive
Finally set up that spare room as a proper home office. Much easier to focus when I have a dedicated space.,0,Supportive
Caught up with an old colleague over lunch today. Always good to hear what people are up to.,0,Supportive
Spent the afternoon at the museum. Hadn't been in years. Really enjoyable and surprisingly not crowded.,0,Supportive
Made a big pot of chili for the week. One of those meals that gets better the longer it sits. Good call.,0,Supportive
"Things have been pretty steady lately. Work is fine, home life is good. Nothing dramatic, just a decent stretch of ordinary days.",0,Supportive
Work has been really hectic this week but I'm managing. Just need to get through Friday and then I can relax.,0,Supportive
Feeling a bit overwhelmed with everything on my plate right now but nothing I can't handle. Just need to take it one step at a time.,0,Supportive
Tired after a long week. Looking forward to sleeping in this weekend and doing absolutely nothing for a day.,0,Supportive
Stressed about a presentation at work tomorrow but I've prepared well. Just nerves. I'll be fine once it starts.,0,Supportive
Having one of those weeks where everything feels like too much. But I know from experience it passes. Just need to push through.,0,Supportive
"My workload has been pretty intense lately. Not unbearable, just a lot. Looking forward to things slowing down next month.",0,Supportive
Feeling a bit run down. Think I might be coming down with something. Going to take it easy this weekend and rest up.,0,Supportive
Had a frustrating day at work. One of those days where nothing goes right. Going to decompress with some TV and call it an early night.,0,Supportive
Stressed about money this month after some unexpected expenses. It's tight but manageable. Just have to be careful for a few weeks.,0,Supportive
Feeling a bit low energy lately. Probably need to get back to exercising and eating better. Always makes a difference.,0,Supportive
Work drama has been annoying this week. Office politics are exhausting. Looking forward to the weekend.,0,Supportive
"Been feeling a bit anxious about some upcoming changes at work. Not catastrophizing, just normal uncertainty. Things will become clearer soon.",0,Supportive
Tired and a bit cranky today. Didn't sleep well. Going to try to go to bed early tonight and reset.,0,Supportive
"Had a disagreement with a friend that's been bugging me. Nothing major, just one of those things you need to work through.",0,Supportive
Feeling stressed about a family event coming up. There's always some tension at these things but it's fine. Just have to get through it.,0,Supportive
Work has been demanding but I'm staying on top of it. Busy is better than bored honestly.,0,Supportive
"A bit overwhelmed by my to-do list today. Took a break, made some tea, and now I feel better about tackling it.",0,Supportive
Feeling the pressure of a deadline next week. It's manageable but I need to stay focused this weekend.,0,Supportive
Had a stressful commute today. Traffic was awful. Just need to shake it off and enjoy the evening.,0,Supportive
A little anxious about a doctor's appointment tomorrow. Just routine stuff but I always get a bit nervous beforehand.,0,Supportive
Feeling a bit drained after a social weekend. I enjoy it but I need some quiet time to recharge.,0,Supportive
Work has been nonstop lately. I'm keeping up but I'm ready for a slower period. Should ease up after this project wraps.,0,Supportive
Stressed about an exam coming up next week. I've been studying but there's always that doubt. Just have to keep at it.,0,Supportive
"Feeling a bit homesick. Been away for work for two weeks. Not miserable, just missing the familiar.",0,Supportive
Had a tough conversation with my manager today. Constructive but uncomfortable. Processing it now but I'll be fine.,0,Supportive
Running on not enough sleep this week. Meetings kept going late. Going to protect my sleep this weekend.,0,Supportive
Feeling a bit scattered today. Too many things competing for my attention. Going to make a proper list and work through it.,0,Supportive
Stressed about a home repair that came up unexpectedly. Not a disaster but annoying and expensive. Such is homeownership.,0,Supportive
Work has been stressful but I'm staying sane. Taking lunch breaks and leaving on time which helps a lot.,0,Supportive
Feeling a bit down today for no particular reason. Sometimes that just happens. Going to be gentle with myself and it'll pass.,0,Supportive
Had a disagreement with my partner last night. We've talked it through and things are okay. Just processing.,0,Supportive
Anxious about some health stuff but trying not to spiral. Have an appointment next week to get answers. Just have to wait.,0,Supportive
Work project is behind schedule and I'm feeling the pressure. Still doable but requires focus this week.,0,Supportive
Feeling a bit isolated lately since I moved. Still getting settled and building a social life takes time.,0,Supportive
Stressed about a job interview next week. Nervous but also excited. Just need to prepare well and trust myself.,0,Supportive
"Had a rough few days emotionally. Nothing specific, just one of those stretches. Feeling a bit better today.",0,Supportive
Feeling overwhelmed by all the things I want to do versus time I actually have. Need to prioritize and let some things go.,0,Supportive
Work has been full of interruptions today. Hard to get into a flow. Tomorrow will be better.,0,Supportive
"Feeling a bit burnt out after a busy period. Taking the weekend to genuinely rest. No plans, no obligations.",0,Supportive
"Stressed about a family situation that's been ongoing. Not acute, just a slow draining kind of stress. Managing it.",0,Supportive
Having trouble focusing lately. Mind keeps wandering. Going to try cutting back on caffeine and see if that helps.,0,Supportive
Tired in that deep way that a good night's sleep doesn't fully fix. Think I need a proper break.,0,Supportive
Feeling a bit overwhelmed by all the news lately. Trying to limit how much I consume without completely checking out.,0,Supportive
Work relationship with a colleague has been strained. Manageable but it makes the day feel heavier.,0,Supportive
Feeling a bit stuck in a rut. Routine has gotten monotonous. Looking for small ways to mix things up.,0,Supportive
"Stressed about finances in a general background kind of way. Not a crisis, just that constant low level hum.",0,Supportive
Had a few bad nights of sleep in a row. Everything feels harder when you're tired. Going to prioritize rest this week.,0,Supportive
Feeling a bit fragile today. Not sure why. Going to take it easy and not push myself too hard.,0,Supportive
Work has been demanding and I haven't been great about taking breaks. Going to be more intentional about that this week.,0,Supportive
Feeling a bit disconnected from people lately. Life gets busy and it's easy to let relationships drift. Need to reach out more.,0,Supportive
"I've been feeling pretty stressed lately and not sleeping great. Work has been demanding and my mind just won't switch off at night. I lie there going over everything I need to do the next day. Nothing serious, just a rough patch. I've been through this before and it always passes. Going to try cutting back on screen time before bed and see if that helps.",0,Supportive
"Honestly just exhausted this week. Not sleeping well, waking up at 3am with my mind racing about work stuff. It's not like anything is actually wrong, I'm just in one of those stretches where everything feels heavier than it should. I know I need to slow down a bit. Planning to take a proper break this weekend, no work emails, just rest.",0,Supportive
"Been burning the candle at both ends lately. Work project is in crunch mode, not getting enough sleep, skipping the gym. I know this isn't sustainable but it's just for a few more weeks. Once this wraps up I'm going to take some time off and actually decompress. Just have to push through for now.",0,Supportive
"Feeling really run down this week. Think the stress has been catching up with me. Not sleeping deeply, waking up tired even after eight hours. Had a bit of a cry in the car on the way home yesterday which felt embarrassing but probably needed. Nothing is actually wrong in my life, I just need a reset.",0,Supportive
"I've been pretty anxious lately about some changes at work. Not catastrophic just unsettling. Having trouble sleeping which makes everything feel worse than it probably is. I know from experience that when I'm sleep deprived everything seems more dire than it actually is. Going to try to get back to basics this week. Sleep, exercise, eat well.",0,Supportive
"Work has been relentless for the past month. Long hours, high pressure, not enough time to recover between days. I'm running on fumes honestly. The sleep deprivation makes everything harder. I know I need to advocate for myself and set some limits but it's hard in the moment. Looking forward to this project ending so I can breathe again.",0,Supportive
"I've been feeling off for a couple of weeks. Tired, a bit irritable, not sleeping well. My partner says I seem distant. I think it's just accumulated stress from a really intense period at work. Nothing is fundamentally wrong. I just need things to slow down so I can catch up with myself. Making a doctor's appointment just to rule anything out.",0,Supportive
"So this week has been brutal. Multiple deadlines, a conflict with a colleague, barely sleeping. I snapped at my roommate over something stupid and felt terrible about it. Apologized and we're fine but it made me realize how run down I am. Not sleeping properly for weeks really does a number on you. This weekend I'm doing nothing except sleeping and maybe some gentle walks.",0,Supportive
"I've been really stressed about money lately which is affecting my sleep. Not in a crisis, just tighter than I'd like and the anxiety shows up at 2am when I'm lying awake running numbers in my head. During the day I'm mostly fine. It's just that quiet time at night when the worries come up. I know the situation is manageable. I just need to stop catastrophizing.",0,Supportive
"Feeling emotionally drained after a difficult few weeks. Had to deal with a family health scare that turned out to be okay, but the stress of not knowing took a lot out of me. Not sleeping well, appetite is off. Now that things are resolved I'm trying to let my nervous system settle down. It takes time after sustained stress. I'll be okay, just need some gentle days.",0,Supportive
"I'm in one of those low periods where everything feels a bit grey and pointless but I know from experience it's temporary. Sleep is off, energy is low, motivation is minimal. I've been here before and it always lifts. Just have to not make any big decisions while I'm in it and take care of the basics. Eating, sleeping, moving my body, seeing people.",0,Supportive
"Had a really rough few days. Argument with my best friend that hasn't been fully resolved yet, work stress piling up, not sleeping more than five hours a night. I know none of this is catastrophic but when it all hits at once it's overwhelming. I'm not in crisis or anything, just genuinely tired and a bit sad. Going to try to have a calmer week and address things one at a time.",0,Supportive
"I've been struggling with low energy and motivation for the past few weeks. Getting out of bed feels hard, the things I usually enjoy feel flat. I've been here before though and I know what it is. It's burnout from a really intense period. Not depression, just depletion. The solution is rest and gentleness not pushing harder. I'm going to be patient with myself.",0,Supportive
"Honestly feeling a bit sorry for myself this week. Work is stressful, I'm not sleeping well, I had a minor health scare that turned out to be nothing, and the weather has been miserable. None of these things are a big deal on their own but together they've made for a heavy week. Looking forward to Friday. Going to order food, watch something comforting, and give myself a night off from everything.",0,Supportive
"I've been waking up in the early hours with my mind going. Just work stuff, nothing serious, but it disrupts my sleep and then I'm tired all day which makes everything harder. I know the solution is to deal with the underlying work stress rather than trying to fix the sleep directly. Just have to get through this busy period. It won't last forever.",0,Supportive
"Feeling really scattered and overwhelmed lately. Too many things competing for my attention at work, not enough time to go deep on anything, constant interruptions. By the end of the day I feel like I've been busy all day but accomplished nothing. This is draining in a specific way. Not emotional distress exactly, more like cognitive exhaustion. Need to find a way to protect some focused time.",0,Supportive
"I've been in a bit of a funk lately. Not depressed, just muted. Food tastes less interesting, music doesn't hit the same, I'm less engaged with people. I know this happens to me when I've been going too hard for too long. The solution is always the same: slow down, rest, let things be boring for a while. My nervous system needs to downregulate.",0,Supportive
"Been pretty stressed about a presentation I have to give next week. It's a big audience and high stakes and I've been losing sleep over it. I've given presentations before and I'm always fine once I start, it's the anticipation that gets me. Going over my notes again tonight and then trying to actually sleep instead of rehearsing at 3am like my brain wants to do.",0,Supportive
"Work has been particularly draining this month. The team dynamic is off, there's a lot of tension, and it makes the whole day feel heavier than the actual workload justifies. I come home tired in a way that has nothing to do with how much I actually did. Emotional labor is exhausting. Looking forward to a long weekend coming up where I can completely disconnect.",0,Supportive
I've been feeling pretty overwhelmed and tearful this week for no dramatic reason. Just stress accumulating. Cried watching a slightly sad commercial which was embarrassing. But honestly I think I just needed to cry. Feeling a bit lighter now. Nothing is wrong in my life. I'm just human and sometimes things build up and need to come out somehow.,0,Supportive
My friend has been going through a really hard time lately and told me she's been having dark thoughts. I'm really worried about her and trying to be there for her as much as I can. I don't know how to help though. I've been checking in on her every day and encouraging her to talk to someone professional. I care about her so much and I'm scared. Does anyone have advice on how to support someone who's struggling like this?,0,Supportive
"I'm worried about my brother. He's been isolating himself, not answering calls, and when I do see him he seems really low. He made a comment the other day that scared me a little, something about not seeing the point. I don't think he's in immediate danger but I want to take it seriously. I'm trying to figure out how to have a conversation with him without making him feel ambushed.",0,Supportive
My coworker mentioned something today that really concerned me. We were talking about how hard things have been and she said she sometimes thinks about just disappearing. She said it kind of offhand like it was nothing but it's been on my mind all day. I don't want to overreact but I also don't want to ignore it. Not sure what to do.,0,Supportive
"I've been really worried about my roommate. She's been crying a lot, not eating much, and spending most of her time in her room. When I ask if she's okay she says she's fine but she's clearly not. I'm not sure how to push without pushing too hard. I care about her and I want to help but I don't know what the right thing to do is here.",0,Supportive
"My partner has been struggling a lot lately. Depression has been hitting him hard this winter and I'm watching him suffer and feeling helpless. He's in therapy which is good but progress is slow. He's not in danger or anything, just really low. I'm trying to be supportive without burning myself out in the process. It's hard to watch someone you love in pain.",0,Supportive
Reaching out because I'm not sure what to do about a friend situation. My friend has been going through a breakup and she's not doing well. She's been saying some alarming things about not caring if she wakes up tomorrow. I've been talking to her every day and she seems to go back and forth. Today she seems okay but yesterday was scary. I don't want to overreact but I also don't want to under-react.,0,Supportive
"I need some perspective on something. My teenager has been very withdrawn lately, spending all their time in their room, barely talking to us. Their grades have dropped and they quit the activities they used to love. When I try to ask how they're doing I get one word answers. I'm worried but I don't want to push them away by being too intense. I just want to help.",0,Supportive
I'm posting here because I'm really worried about a family member and I don't know what to do. My cousin posted something on social media last night that sounded alarming. I texted her immediately and she said she was fine and I was overreacting. But something feels off. I don't think she's in immediate danger but I'm keeping a close eye and reaching out to other family members.,0,Supportive
I've been feeling really empty lately. Like I'm just going through the motions every day but nothing actually matters. I don't see the point in most things anymore. I'm not going to do anything but I just feel so hollow all the time.,1,Ideation
I keep thinking about how much easier things would be if I just wasn't here. Not like I have a plan or anything. It's more like a passive wish. I'm just so tired of fighting every single day.,1,Ideation
Sometimes I think everyone would be better off without me. I know that's probably depression talking but the thought keeps coming back. I don't know how to make it stop.,1,Ideation
"I've been having dark thoughts again. Not about doing anything specific, just this constant background noise of not wanting to exist. It's exhausting to carry around.",1,Ideation
I feel like I'm disappearing. Like I'm fading out and nobody notices. Some days I think about what would happen if I just stopped. I haven't done anything but the thoughts scare me.,1,Ideation
The hopelessness has been really bad this week. I keep thinking things will never get better and I'll always feel this way. I know I should reach out for help but I can barely get out of bed.,1,Ideation
"I've been isolating myself for months now. I don't return calls, I don't leave the house much. Part of me just wants to disappear quietly. Not die exactly, just stop existing for a while.",1,Ideation
I find myself thinking that I'm a burden to everyone around me. My family would be relieved if I wasn't their problem anymore. I know that's distorted thinking but it feels so real.,1,Ideation
"I've been struggling with passive suicidal ideation for a while now. Just wishes that I wouldn't wake up, that kind of thing. I'm not planning anything but it's becoming more frequent.",1,Ideation
"Every morning I wake up and feel this crushing disappointment that I have to get through another day. I fantasize about just not existing. No specific plans, just exhaustion.",1,Ideation
"I've started giving away some of my things. Not because I'm planning anything, I just feel so detached from everything. Nothing feels like mine anymore. I don't feel like myself.",1,Ideation
The loneliness has gotten unbearable. I feel completely disconnected from everyone around me. Sometimes I think it would be easier to just disappear than to keep feeling this isolated.,1,Ideation
I've been having thoughts like 'what's the point' and 'I wish I could just stop' pretty much constantly. I'm not in immediate danger but I'm scared of how dark my thoughts have been.,1,Ideation
"I feel like I'm in a gray fog that never lifts. I go through the day, I do what I'm supposed to do, but inside I feel nothing. Sometimes I wish I could feel something, even pain.",1,Ideation
"My mind keeps going to this place where I think about not being here anymore. It's not a plan, it's more like a recurring fantasy of escape. I'm scared that it's getting louder.",1,Ideation
"I've lost interest in everything I used to care about. My hobbies, my friends, my goals. Everything feels pointless. I keep wondering why I'm even trying.",1,Ideation
I feel so worn down. Like I've been fighting for so long and I'm just out of energy. The thought of having to keep going indefinitely is unbearable. I don't know how much more I have.,1,Ideation
I've been thinking that nobody would really miss me if I was gone. My friends have their own lives. My family would be sad for a while but they'd be okay. That thought terrifies me.,1,Ideation
"I'm in this dark place again. The intrusive thoughts about not existing are back. I'm not acting on them but they're there all the time, like static in the background of my mind.",1,Ideation
"Some days the hopelessness is so complete that I can't imagine a future. I try to think ahead and I just see nothing. Not a plan to end things, just an inability to picture going on.",1,Ideation
"I've been crying every night for weeks. Not about anything specific, just this deep sadness I can't shake. I keep thinking I'm too much trouble for everyone and they'd be better off.",1,Ideation
I feel like I'm watching my life from outside myself. Like none of it is real and none of it matters. I've started to think about what it would mean to just stop. It scares me.,1,Ideation
The thought that keeps coming back is that I don't deserve to take up space. That my existence is a net negative. I know it's not rational but I can't make myself believe otherwise.,1,Ideation
"I've been dealing with passive death wishes for months. Wishing I'd get in a car accident or get sick. Nothing active, but the wishes are there every day and I don't know what to do.",1,Ideation
I feel invisible in my own life. I go through the motions but I'm not really here. Sometimes I think about just stepping out of it all. I don't have a plan but the thoughts are persistent.,1,Ideation
"The weight of existing has become so heavy. Every day feels like dragging myself through mud. I catch myself thinking it would be easier not to be here, and that thought doesn't scare me as much as it used to.",1,Ideation
"I've been withdrawing from everyone. Not answering messages, canceling plans. Part of me wonders if I'm preparing for something even though I don't have a plan. That thought is unsettling.",1,Ideation
I feel like a burden and a failure. I've tried to get better but nothing seems to work. The thought that I could just stop trying permanently has started to feel less frightening than it should.,1,Ideation
I keep having these intrusive thoughts about how peaceful it would be to just not exist. I'm not planning anything but I'm worried about how comfortable I've become with these thoughts.,1,Ideation
"Everything feels meaningless right now. My job, my relationships, my future. I've started wondering why I keep going when it doesn't seem to lead anywhere. I'm not in crisis but I'm not okay.",1,Ideation
I've been fantasizing about disappearing. Just vanishing from my life without hurting anyone. I know that's not how it works but the fantasy keeps coming back. I think I need help.,1,Ideation
The sadness has been so deep lately that it feels physical. I can feel it in my chest. And underneath the sadness there's this quiet thought that it would be okay to stop. That thought scares me.,1,Ideation
I don't feel like I have a future. When I try to imagine one I just feel blank. Not suicidal exactly but without any sense that there's anything worth continuing for.,1,Ideation
I've been more reckless lately. Not doing anything specifically dangerous but not caring much if something bad happened. Like I've become indifferent to my own safety. That worries me.,1,Ideation
"My sleep has been completely off. I lie awake thinking about how tired I am of everything. Not just tired, but tired of existing. The thought feels quieter than it should.",1,Ideation
I feel like I've become a ghost in my own life. Present but not really there. The idea of just fading out entirely has started to seem like relief rather than something to be afraid of.,1,Ideation
I've been struggling with the thought that my absence would be a gift to the people around me. I know logically that's not true but emotionally it feels very real and very persistent.,1,Ideation
I keep thinking about how long I've felt this way and wondering if it ever actually gets better or if this is just my life now. The idea that this might be permanent is unbearable.,1,Ideation
"I've been putting off making plans for the future. Not because I'm planning anything, but because I can't imagine one. The future feels like a blank wall I keep walking toward.",1,Ideation
I've started to feel relieved when I think about not being here anymore. That relief scares me. I don't have a plan but I'm worried about where my head is going.,1,Ideation
"The intrusive thoughts have been getting louder. Just vague wishes to not exist, not specific plans. But they're harder to dismiss than they used to be and that worries me.",1,Ideation
I feel so disconnected from my own life. Like I'm just observing it happening to someone else. And I keep having this thought that the observer could just stop watching.,1,Ideation
I've been moving through my days in a fog. Nothing feels real and nothing feels worth doing. I keep catching myself thinking about what it would be like to just stop.,1,Ideation
I don't feel suicidal but I don't feel like I want to live either. I just feel neutral about my own existence in a way that doesn't feel healthy.,1,Ideation
The hopelessness has been really overwhelming lately. I try to think of reasons to keep going and I struggle to find them. I'm not in immediate danger but I'm worried about myself.,1,Ideation
"I've been having thoughts about not being here for a few weeks now. Nothing active, just passive wishes. But they're becoming more frequent and I'm starting to feel scared.",1,Ideation
I feel like I've been treading water for years and I'm getting tired. Not ready to stop but less convinced than I used to be that there's a shore to swim toward.,1,Ideation
I've been thinking about how nobody really knows how bad things are for me. I've been hiding it so well. Part of me wonders if that's preparation for something. I need help.,1,Ideation
Everything I used to find joy in feels like work now. I do the things but I feel nothing. And underneath that numbness there's this quiet whisper that maybe I should just stop doing the things.,1,Ideation
"I've been having dark thoughts pretty regularly. Not plans, not intent, just this background noise of not wanting to be alive. I'm scared it's getting normalized for me.",1,Ideation
I've decided. I've been going back and forth for months but I finally know what I'm going to do. I've written letters to the people I care about. I just needed somewhere to say it out loud before I go.,2,Behavior
I took a bunch of pills last night. I don't know how many. I woke up this morning and I'm angry that I'm still here. I don't know what to do now.,2,Behavior
I've been stockpiling my medication for three weeks. I have enough now. I've picked a date. I'm not going to change my mind this time. I just want someone to know.,2,Behavior
